Price01,Price02,Price03,Price04,Price05,Price06,Price07,Price08,Price09,fval
25.0487435432662,447.049549607337,176.452921306823,10.0130047336666,49.9719075813055,716645.544884352,786716.044881895,16153063.8965867,117.017200349933,-22224147.9383804
21.898077651574,435.621305101581,182.155207855539,13.992583217779,48.2100606044891,752489.856320329,806724.863238721,21855942.0803245,103.939506680794,-13388366.8566219
21.4838143969724,470.041506894899,146.035080569705,15.1345782810506,46.2232902013319,519577.868845455,702645.293247223,30702668.268166,126.128678316142,-20566942.6988288
23.8457343324992,424.270132309474,100.624678905273,16.2434937144471,52.3839640563488,624325.234909706,876044.744333908,28946642.0951195,158.268459478238,-19630049.9884842
31.7868962573887,359.9307458878,196.324495433865,11.7264638430678,53.5294763267703,617928.058336887,727286.962564425,24801650.3137582,144.329170673122,-27079289.6604121
26.7822556502621,424.799364919017,174.680363111854,18.06457552747,48.4308135484258,546276.915715954,889220.148981794,20738016.9139006,135.017854128545,-21888569.2342583
20.8140000641119,279.288711059413,138.597589071947,18.0829342010424,46.9987856950225,529866.265774745,783542.934860636,30509640.9492012,76.9345836479088,-9599499.4089977
32.2720700501203,202.265203732694,185.810811989137,10.7580825144937,47.7248759269642,831428.387767422,815291.217530142,18421701.5849402,115.939414209296,-13561959.3784072
22.3360349637474,344.300145748331,176.056533941264,13.1455229619366,56.9787304870499,852801.680371764,773913.925815447,17037953.6883818,68.361892449387,-9617464.68296132
28.2688567922436,333.639249011018,128.469093744093,15.0554471989245,53.4946118601328,679575.036738155,850810.326324324,21264247.1705641,103.77616930497,-11188937.5797644
27.3696999208794,323.95579518898,167.670809102799,10.724373828614,56.6620681503558,876743.372408501,748961.724149217,17755434.8796924,90.7131523469728,-9886017.51059816
32.0682502330448,334.106449753654,125.93147767335,19.813599211539,48.7868013901298,955606.185039851,482908.174109142,22895559.4621379,95.733746627644,-11188937.5797644
21.864739224638,370.075955808491,182.652058227605,12.8689610702898,55.5143936111414,538815.716890594,582607.906503735,22501559.2618716,65.8034914747809,-10203304.4253714
25.2069621483095,297.9913661779,167.931572875521,13.5191549534937,53.3784317892728,552790.661455252,774685.161901748,21830668.3148492,117.074630818303,-14675691.3831222
19.513969964279,328.006164011885,184.90881495033,14.8652941064478,56.9766680833693,580157.797859868,879542.560019731,33232761.7431429,122.382208332721,-13072516.6216006
25.2013817821528,318.916375791802,185.16626153886,14.2020580416075,44.2772535640882,751620.268716761,577494.540705973,26616941.4239936,87.6333484391736,-10074742.1379445
24.8177405448199,212.456165522337,188.7179970755,13.8403550064658,49.3593932844466,617358.713787965,799945.416808475,18619994.5555197,134.886956273888,-13585552.1195901
21.3242930582024,303.135216768665,181.528269718966,19.7436060379244,68.7918014574192,560826.973176741,491798.145807018,32720722.9423763,74.5150759497821,-9722620.72616122
20.8409268485786,360.179866985207,185.162784299302,13.205605418503,54.6364636901825,880348.354020866,578485.574267877,25240445.1361233,109.861594531947,-11188937.5797644
27.1859956167042,344.987252793348,160.704785154185,14.1424450216322,57.0751573364014,433119.804088937,578972.479175949,29673485.0861787,111.497959771913,-15607415.4228473
22.183619628227,407.796477364073,114.773481379012,18.9858482146412,48.1983678018255,626074.386112312,754717.653112718,25640002.2329548,177.660969079548,-21422845.9681326
26.1807002503567,410.455306433169,135.889027118171,12.4438890395195,52.1248770140566,722501.476562177,596244.453332636,23731158.659422,153.028430714968,-21945085.602013
20.0901896995714,377.112929482082,183.974220967113,13.2522961420498,55.8526201416894,916273.791817197,556966.912719806,28544661.6955841,120.356068875565,-11605430.1093803
21.997205659455,415.778830769314,154.331660184143,10.9370294438854,40.5709864837099,211068.804012186,621820.265458319,34091954.9894008,161.240672568433,-21051420.5483244
19.1531561624179,485.539976575574,114.350185204246,13.3511915872184,56.2377613220156,762251.845103944,468445.786699433,29089078.1044808,129.143614200586,-17538712.2427735
28.5786911682944,286.43807401056,133.844692995673,19.8252202888979,41.2473701034456,854774.312776764,478437.21807024,25313037.2057719,79.1234778032069,-8205392.9787118
30.3272290355426,397.716611154,110.59830948815,15.5222033048983,26.2750068916074,586364.800360329,480685.965534793,14339231.4037087,127.602807508803,-22197660.4563204
18.2769797699535,219.509189206462,148.751444188793,12.0803014827037,54.1826239684916,817724.311934712,548140.220584368,24740764.8053519,134.332575908064,-11774868.933473
24.5191033542732,375.265888796315,177.12447687583,10.2028570802581,61.0745655038811,865203.973921296,848675.402572847,28101234.5372651,92.0110852647172,-11553774.4797935
28.1126605780198,215.42847240798,121.381328230372,17.6047184689622,53.275466996302,784408.557751486,655863.02481876,17733458.7204395,120.764434765529,-13561959.3784072
18.9336758812131,346.962768668598,140.897583506688,18.0251876845519,38.594483897234,971458.98938796,891331.677937272,29085392.4549223,105.3520597612,-10725133.2680404
24.6929494425056,321.90598675628,110.574136683193,16.5321342517007,61.4272589415794,959194.128003654,627968.99552787,29396980.5790901,67.5000955266462,-7404437.00712935
28.3114685129173,455.632506725266,186.546090160802,15.1970218389082,48.2611443144497,544938.343280922,440075.451975284,19542964.8103566,94.1476302729157,-21751744.2398676
29.8367955219501,451.83038081525,118.57928751351,14.0817914746709,52.7841877705167,572638.145897019,636182.979616444,18924965.1601047,95.4821340514823,-21017858.6302016
26.0973257490243,364.385903039686,157.302361675804,11.7763516645624,49.1004164820365,809639.737446013,679172.465595047,21705533.1388229,79.4985660980778,-10470589.3773235
33.6679951746134,298.277893902454,123.276770878508,13.0783590574184,44.4706419579227,607721.369803239,772643.254111238,25075424.2674629,122.04795407339,-15393906.7388604
23.8016462950885,427.732875323196,144.951076603408,11.4236341083181,38.6619463302652,540190.197121235,561400.399344885,32606812.3112736,77.0350009106312,-12265756.1556985
19.1124968851734,315.276225787157,195.836774604618,18.2193448789477,40.3286322008006,705556.652793437,600699.598689559,32859967.5431661,87.5372425697249,-9722620.72616122
32.9430968431152,377.892063770019,140.440896331411,10.7722266916711,63.8381126322379,582232.954849392,743477.257520974,25243059.2166867,72.230410684224,-11946300.4146982
23.2349156691017,423.843817072967,213.04851463143,16.4321896277365,62.4884371413315,717606.115786543,565903.396332922,23338265.2598909,143.889630003601,-25054881.1238835
30.7309630092358,398.322218655558,100.907659694617,16.5304687735723,38.710171137337,460841.100878824,681249.290318004,25436986.9845925,144.603031724302,-21908634.6065838
18.8483175665444,350.583601530166,134.706998967947,12.0489603020832,63.165856229822,742865.507184312,898149.507408032,33317058.7197745,65.6563060318199,-7380108.81079015
33.0302730458714,464.770446556769,165.711663728534,11.8570015355959,35.8642377882091,905032.739426262,872737.652387765,25058987.8221728,88.6230986811424,-18388926.1911311
28.931743316648,210.836754601196,158.37106608509,10.5634373902965,49.5272374253792,781667.942437281,762683.968149411,19386664.0852925,92.719989364966,-9283529.41142586
19.0468708212848,281.28815118434,154.404599019125,10.8725446125947,36.6269577285524,783791.961799556,577469.837534461,21813373.4250883,105.856682168172,-9569029.23620704
18.4460425089645,246.633134260523,132.10137625128,12.0554708030629,66.4358984810118,692681.901042532,535252.799901853,30017423.4189845,116.345221545909,-8270164.19647114
27.9419335347757,323.898421841078,136.262123815922,14.4079258766322,50.8605395078034,974374.463559082,557284.699706653,27354832.411669,91.2938661297195,-10725133.2680404
30.7797195205344,264.925862509259,130.412641067458,13.2443999406426,51.4036744463511,714091.840053907,876041.23766288,19953282.9196802,65.0852542474452,-9167936.93901262
18.6140014882518,330.648194884699,160.973736018776,12.6444097010301,52.1871260153284,645009.12650459,740141.791063927,32481710.5067482,107.892241213496,-10533951.0549886
32.7858660477502,422.176786919519,193.781102468476,16.7213024793786,70.7442249763382,831736.894366464,897335.066688937,22294532.2440293,108.819990124964,-21871456.767184
24.0007601018771,476.418541257358,110.111222758255,17.8624944102978,37.9237356555339,533206.224560069,685385.374346823,18444865.3227139,103.399675660589,-19860036.3759706
17.2660604282632,278.06307906352,167.306946656205,19.4110376012358,54.4866617650526,830066.23733449,805076.606479179,19682016.0675199,86.4720867337833,-9180545.61653557
27.8885291905218,324.91401731228,138.654021397181,10.6129411057382,56.1846313498624,739958.348495053,778979.941091423,19432497.5666663,112.331502718988,-13377794.2705071
24.7929144310077,206.656626105984,148.589884758577,13.7248543631289,60.8909227646648,964702.79597016,527864.460329657,18997540.4205381,100.086819668572,-9283529.41142586
17.9186866637154,301.158823776965,151.969637192869,17.5870576167213,54.5632610733999,613524.436833423,864286.529946077,21030152.3072998,78.1052280761353,-9303666.93369909
26.8555545361664,271.115882618511,151.63066516986,14.0195267314294,43.8343396675347,609363.927486502,718519.427136303,28977849.6694679,91.3222789572516,-9612108.08652065
29.0091396713645,380.363405352389,114.532711296955,15.0811019517703,68.4333385519069,698239.600767269,600487.758865015,20968493.9833786,89.8638324106985,-11945293.1365575
29.7778545197741,231.51184958994,119.91041304398,19.7961226327954,55.9493574686103,503951.278583859,869385.650875691,22596843.9652764,107.638185934136,-11767088.499408
35.1016534794677,399.058032931756,180.563812926201,11.4752313737495,37.2048198691196,553410.868154063,643358.096095516,20858017.3460195,105.236304750489,-22971907.063432
22.1485946825074,357.641819405748,165.658760611579,19.7765309694853,47.8483039707313,527031.422043094,699935.796683469,31063447.3842767,102.540048829844,-11412603.5148437
32.9043328701055,220.071910725155,118.430408424242,16.4369113559686,71.7237326851965,649327.496029881,786039.51288781,21517749.615276,87.03717817256,-9241980.0971603
30.2940999873107,414.866166530416,170.424499472377,11.1590461073968,70.104571047683,515202.544349517,817675.910264428,32451483.7285007,129.191891293497,-21586249.6741479
29.4966796697884,276.010701576125,190.849231350133,15.9917643369335,51.5140528150754,614276.66443513,677250.217292546,26701485.9713232,108.742600515101,-14196881.3331022
34.0932810037066,342.485074448553,169.846257776704,20.5347719461488,61.3361081882813,779304.398190831,455635.628217835,19162470.3098391,75.1600833612931,-10745910.9419896
23.8832061629586,229.337291450218,140.34358601551,12.7759052155455,67.4373569164506,969671.175527931,834388.545293446,30248658.3146192,106.816895836891,-9391415.76624844
30.8651860789661,266.583104191515,185.204726251464,11.104631580496,65.0901802714759,739167.205663968,657774.284907974,30386894.5614709,78.6112423684385,-9599499.4089977
23.2608707481014,330.996786032896,131.511226941239,11.6183663075999,45.5506249599343,949956.941448545,470310.481153297,20233447.9626457,67.0347355855079,-7248236.22556806
26.2117373040449,234.346822713847,146.495543451945,11.8113735900925,72.3113830704038,494526.108312692,528495.961402216,19408214.9376685,128.486221778148,-13585552.1195901
32.1884490660081,430.19933201182,173.604502101292,12.8446841677154,64.1981013990127,660343.090938453,879120.583964175,21897798.8516583,106.634638621851,-21856288.8906598
20.2039194035905,341.649292639528,178.300303447844,10.2807793718893,42.5227753152681,834954.911374527,724346.912798424,28133511.7830856,84.026845360516,-10062133.4604216
19.3999717507203,250.242448553594,186.576469857547,20.0584926822589,55.2158268124537,704368.825216253,684343.604991198,31645396.282031,66.9733034495643,-9392062.55767816
17.1904439365964,378.080097032912,101.442211347555,13.3297451070078,47.9912686879722,710430.577282555,493047.674423021,20728898.177536,82.5001993397911,-7895044.63968674
26.5039971140101,432.37466611411,143.895795349163,10.7756800916198,50.3873741577929,595287.447290538,509897.142733206,22863163.3578448,125.271644825616,-22040859.8449714
23.361063241433,251.605344883741,161.864041477797,16.5078945971866,67.6239156722455,774029.633741564,894541.145731881,25365509.1094497,133.014093171122,-13500854.9413537
36.9096258787958,376.009664825714,107.752245268876,17.6423944427864,65.3292692099884,566015.069855955,511474.525993192,25888061.1425182,135.528597205632,-19649526.920122
31.9787759912356,344.226298646328,114.944200554154,14.4653465463479,65.4144120588093,842847.946050508,778631.796736608,18340290.111669,63.7600389618208,-10253315.6734734
18.6525682024762,226.035901582208,169.587035288642,12.6026368519687,65.278891586796,709253.480806781,894168.288270409,21591512.1550315,71.0979086944893,-9103445.4003017
20.5249438138,222.862852781252,183.089782119527,13.7494039738148,72.7545806997467,836775.267762695,491461.27291531,18038058.5749405,73.5055279048607,-9116054.07782465
17.4880114803341,305.511362050367,147.621226771366,14.3267459185828,42.6534587764859,494955.598968455,794875.40803259,28592117.4447745,120.637175035046,-12920198.9786386
31.7198474162468,286.084842759778,122.402300568363,14.2189686808914,65.311062839575,757180.623680684,818833.537183097,19934863.7483857,80.7753131547117,-9517373.60662019
19.2512982386442,225.397303530108,148.205590310242,16.0651587608862,71.6063421625378,648546.62408324,521945.313307855,18907406.7830339,78.8966541805635,-7709338.9700158
27.3666811430508,221.175657150424,163.780297436955,11.0287201799287,63.1058690843385,553149.855087742,556184.985480239,17395849.2932691,98.723330216704,-13341317.4226578
30.0501947038577,250.231673357435,119.318822039623,18.8346270582905,67.772658281187,927334.35069863,516836.997487502,19383689.7736882,131.441305599019,-11710231.6002144
23.2403603463404,313.91600933478,193.093069040734,13.1241274138755,39.7997677340952,909515.117520262,782800.988707032,31682903.6091975,116.955957518072,-10732554.839186
20.8186867892165,416.576482375278,138.558712775757,16.6775592840996,71.4052441761899,890371.159654875,540386.761015955,29753681.2313201,102.950228404677,-10407686.6163351
25.9063316132082,223.417396766404,198.086542907001,13.2959212724465,38.7786106435789,681598.662431769,776531.401320301,21023000.7343815,75.2670503525867,-9116054.07782465
19.7597986518318,217.17059109109,123.29666107821,14.5285109264639,58.5123591404564,862254.030116377,612787.257690334,29872668.1528269,126.547831387614,-8150951.12409374
33.9342951531839,447.04625213803,111.225711075702,18.5308321858156,68.7158206722613,826281.172138035,699634.255721699,17490047.9680917,89.0970049417345,-18548464.2570511
27.4836395126897,453.78919140018,155.88957432707,11.1211161992164,70.5020166290301,616862.096261449,626804.294322918,26298487.5728764,107.383198767179,-20760585.5765667
25.5691925507286,249.490016866632,114.905917202163,18.4283165948815,68.3813013584441,900495.557753777,765909.216497908,24263433.9337015,103.258904826832,-9296784.88037853
27.4186213360622,503.19576029782,101.547998522167,17.5560388805208,36.9660054036939,777754.532753456,614276.020396135,21702087.4375926,77.773386558057,-16792237.2768375
26.0852986608748,412.539958463538,117.197980884231,19.1589504344439,67.6515326027937,667746.629939515,622948.36813394,18724725.4518762,84.0210902659184,-11422518.088269
24.476554145106,246.099814863399,128.295918535169,13.3604933762961,47.2653884796891,753065.570412876,622346.291546336,28633984.6655942,67.9419588405566,-7071194.09447057
27.803896135481,273.004692698138,109.652701961349,12.3791182143763,37.5354969315473,695336.172219531,605209.781351339,31779824.3974878,116.815818128023,-10105324.4416698
21.4290108327598,253.241593184166,190.571779571329,19.9329477493433,46.4987467064362,635672.547243433,762072.296797525,21362998.5080963,101.620402459583,-11634061.9186174
23.2351040658299,205.682366686482,158.275993095838,10.3179356481067,70.0140626453299,913986.124684827,698837.476727906,31690422.5221069,118.465234033336,-9663623.83532732
26.2334576176776,350.132817974481,114.683698431382,10.4884671939445,49.9329493444824,804356.650832736,652676.278991051,30365210.3015434,122.761232719068,-11598957.159946
24.8360290795659,444.547330746683,124.666309850094,18.0463194661344,49.5508666067555,674678.942705538,486674.075558891,29866861.0688744,129.824681943641,-20788130.4179802
24.7861255031544,401.128862483894,169.950482046326,14.625026895075,63.6673911014178,600746.298146803,538398.905514127,32012892.3487279,101.754803471156,-12304973.1997726
29.9414705861513,332.435597634206,147.854301334852,12.9820506769465,56.4946274464184,757966.016192246,577977.964463154,20235076.4462489,123.650159240456,-15860758.7657559
